freq,nrg_cons,nrg_prc,currency,geo\TIME_PERIOD	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,TOT_KWH,TAX_CAP,NAT,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 	: 
A,TOT_KWH,TAX_CAP,NAT,IE	0.0047 	0.0052 	0.0024 	0.0018 	0.0019 	0.0019 	: 
A,TOT_KWH,TAX_CAP,NAT,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,IT	: 	: 	0.0000 	0.0000 	0.0000 	0.0047 	: 
A,TOT_KWH,TAX_CAP,NAT,LI	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,LT	0.0033 	0.0022 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,MD	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,ME	0.0001 	0.0002 	0.0002 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,PL	0.0395 	0.0331 	0.0188 	0.0171 	0.0374 	0.0457 	: 
A,TOT_KWH,TAX_CAP,NAT,PT	0.0122 	0.0132 	0.0025 	-0.0021 	-0.0027 	0.0045 	: 
A,TOT_KWH,TAX_CAP,NAT,RO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,SE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,SI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	: 
A,TOT_KWH,TAX_CAP,NAT,SK	0.0117 	0.0118 	0.0114 	0.0117 	0.0119 	0.0163 	: 
A,TOT_KWH,TAX_CAP,NAT,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,NAT,UA	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,TOT_KWH,TAX_CAP,NAT,UK	0.0004 	0.0012 	0.0031 	: 	: 	: 	: 
A,TOT_KWH,TAX_CAP,NAT,XK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,AL	: 	: 	: 	0.0000 e	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,AT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,BE	0.0008 	0.0020 	0.0017 	0.0018 	0.0019 	0.0018 	0.0011 
A,TOT_KWH,TAX_CAP,PPS,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,CY	: 	0.0075 	0.0072 	0.0069 	0.0072 	0.0073 	0.0075 
A,TOT_KWH,TAX_CAP,PPS,CZ	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,DE	: 	: 	0.0066 	0.0071 	0.0076 	0.0077 	0.0090 
A,TOT_KWH,TAX_CAP,PPS,DK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,EA	: 	: 	0.0037 	0.0037 	0.0035 	0.0043 	: 
A,TOT_KWH,TAX_CAP,PPS,EE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,EL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,ES	: 	: 	0.0044 	0.0040 	0.0012 	0.0010 	: 
A,TOT_KWH,TAX_CAP,PPS,EU27_2020	: 	: 	0.0032 	0.0033 	0.0034 	0.0040 	: 
A,TOT_KWH,TAX_CAP,PPS,FI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 
A,TOT_KWH,TAX_CAP,PPS,FR	0.0032 	0.0037 	0.0042 	0.0047 	0.0047 	0.0046 	0.0049 
A,TOT_KWH,TAX_CAP,PPS,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,IE	0.0041 	0.0045 	0.0020 	0.0015 	0.0016 	0.0016 	: 
A,TOT_KWH,TAX_CAP,PPS,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,IT	: 	: 	0.0000 	0.0000 	0.0000 	0.0048 	0.0059 
A,TOT_KWH,TAX_CAP,PPS,LT	0.0051 	0.0033 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,LU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,ME	0.0002 	0.0004 	0.0004 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,MT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,NL	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,NO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,PL	0.0156 	0.0128 	0.0072 	0.0064 	0.0136 	0.0157 	: 
A,TOT_KWH,TAX_CAP,PPS,PT	0.0146 	0.0157 	0.0030 	-0.0025 	-0.0032 	0.0053 	-0.0052 
A,TOT_KWH,TAX_CAP,PPS,RO	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP,PPS,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,SE	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,SI	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 	0.0001 
A,TOT_KWH,TAX_CAP,PPS,SK	0.0156 	0.0154 	0.0145 	0.0145 	0.0147 	0.0203 	0.0344 
A,TOT_KWH,TAX_CAP,PPS,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP,PPS,UK	0.0004 	0.0012 	0.0030 	: 	: 	: 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,AL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,AT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,BG	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,CY	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,CZ	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,DE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,DK	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,EL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,FI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,FR	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,GE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,HR	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,IE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,IT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,LI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,LT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,MD	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,ME	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,NL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,NO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,PT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,RO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,SE	: 	: 	: 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,EUR,SK	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,AT	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,BE	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,BG	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,CY	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,CZ	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,DE	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,DK	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,EE	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,FI	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,FR	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,IT	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,LI	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,LT	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,MD	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,MT	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,RS	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,SE	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,SI	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAC,SK	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,AL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,AT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,BE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,BG	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,CY	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,CZ	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,DE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,DK	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,EE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,EL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,FI	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,FR	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,GE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,HR	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,IE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,IT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,LI	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,LT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,MD	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,ME	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,MT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,NL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,NO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,PT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,RO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,RS	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,SE	: 	: 	: 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,SI	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,NAT,SK	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,AL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,AT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,BE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,BG	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,CY	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,CZ	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,DE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,DK	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,EE	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,EL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,FI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,FR	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,HR	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,IE	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,IS	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,IT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,LT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,LU	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,ME	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,MT	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,NL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,NO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,PL	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,PT	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,RO	: 	: 	: 	: 	: 	0.0000 	: 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,RS	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,SE	: 	: 	: 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,SI	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_CAP_ALLOW,PPS,SK	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,AL	: 	: 	: 	0.0000 e	: 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,AT	0.0150 	0.0150 	0.0150 	0.0150 	0.0150 	0.0103 	0.0016 
A,TOT_KWH,TAX_ENV,EUR,BA	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,BE	0.0000 	0.0019 	0.0019 	0.0019 	0.0019 	0.0163 	0.0405 
A,TOT_KWH,TAX_ENV,EUR,BG	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,CY	: 	0.0074 	0.0150 	0.0154 	0.0324 	0.0597 	0.0706 
A,TOT_KWH,TAX_ENV,EUR,CZ	0.0012 	0.0012 	0.0012 	0.0011 	0.0011 	0.0012 	0.0012 
A,TOT_KWH,TAX_ENV,EUR,DE	: 	: 	0.0205 	0.0205 	0.0205 	0.0205 	0.0205 
A,TOT_KWH,TAX_ENV,EUR,DK	0.0963 	0.0977 	0.0963 	0.0922 	0.0773 	0.0682 	0.0304 
A,TOT_KWH,TAX_ENV,EUR,EA	: 	: 	0.0180 	0.0149 	0.0151 	0.0032 	: 
A,TOT_KWH,TAX_ENV,EUR,EE	0.0045 	0.0045 	0.0045 	0.0023 	0.0010 	0.0010 	0.0010 
A,TOT_KWH,TAX_ENV,EUR,EL	0.0000 	0.0000 	0.0022 	0.0021 	0.0022 	0.0022 	: 
A,TOT_KWH,TAX_ENV,EUR,ES	: 	: 	0.0103 	0.0097 	0.0141 	0.0061 	: 
A,TOT_KWH,TAX_ENV,EUR,EU27_2020	: 	: 	0.0183 	0.0162 	0.0164 	0.0078 	: 
A,TOT_KWH,TAX_ENV,EUR,FI	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 	0.0224 
A,TOT_KWH,TAX_ENV,EUR,FR	0.0316 	0.0317 	0.0318 	0.0320 	0.0319 	0.0128 	0.0011 
A,TOT_KWH,TAX_ENV,EUR,GE	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,HR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,HU	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,IE	0.0000 	0.0000 	0.0000 	0.0002 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,IS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,IT	: 	: 	0.0127 	0.0129 	0.0134 	0.0133 	0.0127 
A,TOT_KWH,TAX_ENV,EUR,LI	: 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,LT	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,LU	0.0010 	0.0010 	0.0010 	0.0010 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,LV	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,MD	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,ME	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	: 
A,TOT_KWH,TAX_ENV,EUR,MK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,MT	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 	0.0015 
A,TOT_KWH,TAX_ENV,EUR,NL	0.0014 	0.0037 	0.0044 	-0.0630 	-0.0734 	-0.2265 	: 
A,TOT_KWH,TAX_ENV,EUR,NO	0.0179 	0.0180 	0.0165 	0.0156 	0.0170 	0.0136 	: 
A,TOT_KWH,TAX_ENV,EUR,PL	0.0090 	0.0110 	0.0100 	0.0170 	0.0225 	0.0349 	: 
A,TOT_KWH,TAX_ENV,EUR,PT	0.0000 	0.0010 	0.0010 	0.0010 	0.0010 	0.0010 	0.0011 
A,TOT_KWH,TAX_ENV,EUR,RO	0.0010 	0.0010 	0.0010 	0.0010 	0.0011 	0.0011 	: 
A,TOT_KWH,TAX_ENV,EUR,RS	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,SE	0.0305 	0.0319 	0.0326 	0.0342 	0.0350 	0.0334 	0.0337 
A,TOT_KWH,TAX_ENV,EUR,SI	0.0030 	0.0030 	0.0030 	0.0030 	0.0031 	0.0017 	0.0015 
A,TOT_KWH,TAX_ENV,EUR,SK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,TR	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,EUR,UA	: 	0.0000 	0.0000 	0.0000 	: 	: 	: 
A,TOT_KWH,TAX_ENV,EUR,UK	0.0000 	0.0000 	0.0000 	: 	: 	: 	: 
A,TOT_KWH,TAX_ENV,EUR,XK	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,AT	: 	: 	: 	: 	: 	: 	0.0016 
A,TOT_KWH,TAX_ENV,NAC,BA	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,BE	: 	: 	: 	: 	: 	: 	0.0405 
A,TOT_KWH,TAX_ENV,NAC,BG	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,CY	: 	: 	: 	: 	: 	: 	0.0706 
A,TOT_KWH,TAX_ENV,NAC,CZ	: 	: 	: 	: 	: 	: 	0.0283 
A,TOT_KWH,TAX_ENV,NAC,DE	: 	: 	: 	: 	: 	: 	0.0205 
A,TOT_KWH,TAX_ENV,NAC,DK	: 	: 	: 	: 	: 	: 	0.2270 
A,TOT_KWH,TAX_ENV,NAC,EE	: 	: 	: 	: 	: 	: 	0.0010 
A,TOT_KWH,TAX_ENV,NAC,FI	: 	: 	: 	: 	: 	: 	0.0224 
A,TOT_KWH,TAX_ENV,NAC,FR	: 	: 	: 	: 	: 	: 	0.0011 
A,TOT_KWH,TAX_ENV,NAC,HU	: 	: 	: 	: 	: 	0.0000 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,IT	: 	: 	: 	: 	: 	: 	0.0127 
A,TOT_KWH,TAX_ENV,NAC,LI	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,LT	: 	: 	: 	: 	: 	: 	0.0000 
A,TOT_KWH,TAX_ENV,NAC,MD	: 	: 	: 	: 	: 	: 	0.0000 
